leaf
0.0020000000/0.3525468331,-0.3589176661,0.7000135280,0.3258085075,-0.3941044263,0.6811901231,0.3023670539,-0.3927739481,0.6641058986
0.0020000000/0.2794168451,-0.3086241373,0.6897438098,0.2325502985,-0.3268285180,0.6642181693,0.1855561518,-0.3760681774,0.6608823920
0.0020000000/0.3082186937,-0.2533335838,0.6503319639,0.2628451418,-0.2660246174,0.6206466969,0.1934416641,-0.3104612748,0.6357223821
0.0020000000/0.3830723310,-0.3670162497,0.7005849012,0.3535163786,-0.4124586699,0.6780316435,0.2634929461,-0.4498428776,0.6597213229
0.0020000000/0.3289541610,-0.2921223021,0.6552066136,0.2907212036,-0.3139149181,0.6414106775,0.2422252880,-0.3407067884,0.6297178052
0.0020000000/0.3210093357,-0.3179363804,0.6745195759,0.2966653036,-0.3435653496,0.6480695793,0.2469276954,-0.3328711494,0.6556030972
0.0020000000/0.3198486332,-0.2991092801,0.6636906371,0.2885552522,-0.3330484652,0.6309935556,0.2174605107,-0.3545316858,0.6359172989
0.0020000000/0.3487916468,-0.3520144096,0.6920299501,0.3172304353,-0.3928766001,0.6540423813,0.2671728422,-0.4233814394,0.6749678300
0.0020000000/0.3458152491,-0.3404722993,0.6824900724,0.3174255629,-0.3822262153,0.6629644225,0.2553637849,-0.4154224250,0.6565432562
0.0020000000/0.3586560388,-0.3539000339,0.6901422836,0.3219226693,-0.3779356657,0.6665159858,0.2932946607,-0.4178244059,0.6494574649
0.0020000000/0.3527094709,-0.3116247553,0.6558649933,0.3118330746,-0.3339387320,0.6308207689,0.2664282351,-0.3589220501,0.6358834894
0.0020000000/0.2939231613,-0.2868857024,0.6699853262,0.2622772440,-0.2984718440,0.6438448498,0.2232518233,-0.3091936296,0.6674929491
0.0020000000/0.3986086152,-0.3523378907,0.6730711534,0.3629568180,-0.3996723251,0.6323678746,0.2799465331,-0.4156968734,0.6493087407
0.0020000000/0.3278749721,-0.2729325577,0.6476055153,0.3067225685,-0.2911663760,0.6192759444,0.2477489621,-0.3197946276,0.6332962072
0.0020000000/0.3554546041,-0.3233384360,0.6622976302,0.3219537216,-0.3613148658,0.6278437852,0.2998992864,-0.3817728441,0.6223962646
0.0020000000/0.3614898684,-0.2447206016,0.6209779578,0.2900216720,-0.2842230007,0.5601385635,0.2031754363,-0.3118275893,0.5582292390
0.0020000000/0.3829519624,-0.2920863744,0.6309496697,0.3506390589,-0.3160360276,0.6222624692,0.3135829438,-0.3069011655,0.6251632526
0.0020000000/0.3438259766,-0.3437498791,0.6864149129,0.3127061092,-0.3894117332,0.6696297460,0.2974007078,-0.3914687675,0.6663304984
0.0020000000/0.3548872161,-0.3101431690,0.6539503557,0.3234440137,-0.3369719367,0.6459684358,0.2990755798,-0.3672574624,0.6238255644
0.0020000000/0.4362073702,-0.3385021176,0.6451164766,0.4032830117,-0.3711432117,0.6224142318,0.3225591285,-0.4194306089,0.5978918718
0.0020000000/0.3478713241,-0.2982323385,0.6500402414,0.3018098160,-0.3224286173,0.6146090907,0.2644362128,-0.3523870119,0.6431466403
0.0020000000/0.3652216479,-0.3081483733,0.6479066048,0.3214747202,-0.3397581871,0.6324357854,0.2480023013,-0.3550682529,0.6452448802
0.0020000000/0.3002693191,-0.3340940412,0.6970431557,0.2713136214,-0.3564507654,0.6606041921,0.2479378860,-0.3921021216,0.6699682971
0.0020000000/0.3526349287,-0.3486252844,0.6872053102,0.2814912782,-0.4115519070,0.6453457726,0.2307356796,-0.4457931421,0.6583670367
0.0020000000/0.4273844397,-0.3096837953,0.6228192605,0.3745636137,-0.3470643874,0.5833412041,0.3005432348,-0.4093665656,0.5982902510
0.0020000000/0.3414284379,-0.3441569309,0.6878247870,0.2924774279,-0.3971277522,0.6617636560,0.2497620468,-0.4344894127,0.6516885069
0.0020000000/0.3672661507,-0.2567043804,0.6225521385,0.3162615058,-0.2904033119,0.5983703682,0.2434326498,-0.3241195185,0.5903932852
0.0020000000/0.3848120761,-0.3556567017,0.6828356166,0.3460081176,-0.3979646442,0.6679508174,0.2870806969,-0.4406442415,0.6492374366
0.0020000000/0.2984855278,-0.3063928886,0.6783701270,0.2844994416,-0.3305771000,0.6615736084,0.2331275771,-0.3166098143,0.6422407152
0.0020000000/0.3798620809,-0.3096488718,0.6424363932,0.3410651774,-0.3463563146,0.6100994259,0.3210120147,-0.3299957516,0.5979964569
0.0020000000/0.3349899199,-0.2568753971,0.6381089834,0.2748396521,-0.2676839639,0.5883046269,0.2353414746,-0.3065249698,0.5848656052
0.0020000000/0.3977904909,-0.3120418092,0.6364190499,0.3683820230,-0.3372323612,0.6193038755,0.3174108044,-0.3576897479,0.6020556986
0.0020000000/0.3172021416,-0.3280567570,0.6831283685,0.2732978978,-0.3768275034,0.6620631400,0.2308172004,-0.3991540978,0.6444091659
0.0020000000/0.3123473180,-0.2876142707,0.6608461644,0.3072327104,-0.3011017577,0.6453497121,0.2738396286,-0.3191997541,0.6348487016
0.0020000000/0.2893595970,-0.2991114877,0.6785805992,0.2415579474,-0.3153871400,0.6332372045,0.1418418261,-0.3243283664,0.6624948241
0.0020000000/0.3905939689,-0.3064798282,0.6361593926,0.3319760958,-0.3510355687,0.5771201916,0.2366978581,-0.4042931630,0.5843754676
0.0020000000/0.3733308996,-0.2992271357,0.6390765959,0.3264756058,-0.3221259732,0.6022601555,0.3030859724,-0.3314974660,0.5773307070
0.0020000000/0.4472715987,-0.3231687914,0.6272109686,0.4047001541,-0.3592704447,0.5961046764,0.3295434419,-0.3705847203,0.5836954560
0.0020000000/0.3575499320,-0.2895725749,0.6402774010,0.3352170049,-0.2967587507,0.6211703294,0.2939528031,-0.3107464488,0.6377813496
0.0020000000/0.2753488601,-0.3127561075,0.6944615243,0.2357613617,-0.3301822766,0.6652328170,0.2118155282,-0.3221214130,0.6552490972
0.0020000000/0.3179590203,-0.3194825844,0.6768817142,0.2820139238,-0.3312243638,0.6510897607,0.2820680998,-0.3260305831,0.6770983428
0.0020000000/0.4557083594,-0.2869648677,0.5992225518,0.4212235418,-0.3318535592,0.5526459071,0.3239554547,-0.3604645056,0.5562682477
0.0020000000/0.3754669266,-0.3033332660,0.6405810226,0.3385065974,-0.3321119395,0.6027070406,0.2509694641,-0.3524561474,0.5741187744
0.0020000000/0.3747042459,-0.3354132457,0.6653567528,0.3167154027,-0.3737525275,0.6279737246,0.2790743357,-0.3872893192,0.6186911112
0.0020000000/0.2504605171,-0.2561577510,0.6833097605,0.1870635026,-0.2728925480,0.6274740468,0.1003924113,-0.3339631728,0.6222714037
0.0020000000/0.3768684471,-0.3236403658,0.6533949260,0.3422753573,-0.3607229762,0.6137363918,0.2776603807,-0.3659730421,0.6040362272
0.0020000000/0.2537138700,-0.2504028448,0.6803110593,0.1869067394,-0.2569977700,0.6338808228,0.1261867959,-0.3161388705,0.6464651572
0.0020000000/0.4584116720,-0.3599975919,0.6662833086,0.4133599262,-0.4170368240,0.6366459337,0.3291798958,-0.4949566168,0.6482224222
0.0020000000/0.3008439714,-0.2723711052,0.6610550041,0.2324738442,-0.2918859194,0.6287937723,0.1884691612,-0.3336642727,0.6018861231
0.0020000000/0.4130397486,-0.2792698038,0.6110650898,0.3709317658,-0.3045019042,0.5562236138,0.2883822188,-0.3569357111,0.5788175114
0.0020000000/0.4133482663,-0.3699434987,0.6941387080,0.3624405226,-0.4453604660,0.6737897837,0.3085541147,-0.4731406888,0.6310865929
0.0020000000/0.3709168797,-0.3529410204,0.6840360140,0.3398804434,-0.3939212253,0.6516981686,0.2524854363,-0.4173396923,0.6675542408
0.0020000000/0.3169113897,-0.3184581718,0.6767534302,0.2992554562,-0.3450537012,0.6615626956,0.2104245109,-0.3479961361,0.6281983698
0.0020000000/0.3774787207,-0.3233478180,0.6528714781,0.3548205734,-0.3588332029,0.6282640259,0.2876363504,-0.3610916080,0.6233763949
0.0020000000/0.3485275928,-0.2996709582,0.6506020038,0.3029961411,-0.3402816340,0.6245874646,0.2438727643,-0.3755427654,0.6379640085
0.0020000000/0.3948563313,-0.2888207752,0.6241318689,0.3569380664,-0.3185847148,0.6000461855,0.2604412356,-0.3268599102,0.6082955292
0.0020000000/0.2610893367,-0.2817003754,0.6862321674,0.2015513217,-0.3155577877,0.6428117079,0.1361270114,-0.3269340515,0.6638725743
0.0020000000/0.3555131546,-0.3318000583,0.6702026958,0.3257753460,-0.3676350150,0.6286569685,0.2341385337,-0.3814577738,0.6263795190
0.0020000000/0.2875608983,-0.3210260028,0.6932559502,0.2182282948,-0.3676286620,0.6495704852,0.1723482185,-0.4104612727,0.6014335492
0.0020000000/0.4289248956,-0.2884769814,0.6098536438,0.3859757353,-0.3155696366,0.5608176145,0.3233061776,-0.3352120463,0.5756003265
0.0020000000/0.3906728085,-0.2921936932,0.6278215961,0.3697286759,-0.2962398521,0.6129588585,0.3140046455,-0.3450421031,0.6134459115
0.0020000000/0.3799993729,-0.2935915379,0.6330447764,0.3427599365,-0.3119656952,0.5981709765,0.3115982905,-0.3361346976,0.5719961172
0.0020000000/0.3954702627,-0.3491742050,0.6696478442,0.3551159356,-0.4009913453,0.6277603088,0.3116370410,-0.4204544122,0.6522786831
0.0020000000/0.2308981308,-0.2745019677,0.7002366561,0.1848300281,-0.2884003382,0.6723531795,0.1140982282,-0.3092099455,0.6407413312
0.0020000000/0.4152144164,-0.2902812877,0.6165682916,0.3640944641,-0.3102911500,0.5887623749,0.3109727031,-0.3461971665,0.5607041584
0.0020000000/0.3733267238,-0.2690604472,0.6241275049,0.3270661902,-0.3004745138,0.5790338534,0.2692625003,-0.3122646924,0.5871133424
0.0020000000/0.4133175652,-0.3466066603,0.6608062428,0.3586070603,-0.4099109089,0.6193650529,0.2801496685,-0.4787559858,0.5912301746
0.0020000000/0.4017540086,-0.3552256345,0.6763092849,0.3832993999,-0.3989799069,0.6547243564,0.3162449306,-0.4156409490,0.6447025790
0.0020000000/0.3896379260,-0.3459707169,0.6688823816,0.3720090022,-0.3799456145,0.6516925291,0.3062214300,-0.4180869540,0.6298548976
0.0020000000/0.3938074065,-0.3083879972,0.6359408277,0.3804755154,-0.3312774853,0.6121304191,0.3275784110,-0.3566136289,0.6284683682
0.0020000000/0.2968834255,-0.2702062351,0.6622601519,0.2542304262,-0.2908977678,0.6410269092,0.2169531866,-0.3165098168,0.6476216026
0.0020000000/0.3075095257,-0.2739433811,0.6582655020,0.2664311941,-0.2982080611,0.6271201215,0.1714749939,-0.3068542395,0.6254201251
0.0020000000/0.3216528570,-0.3547785300,0.7065751112,0.2822900179,-0.3995920038,0.6747074083,0.2412902677,-0.4254023257,0.6529390006
0.0020000000/0.3622973283,-0.3336363633,0.6690135342,0.3143153729,-0.3862853042,0.6513342549,0.2632308433,-0.4034269113,0.6033337734
0.0020000000/0.2717657735,-0.2904123796,0.6836508069,0.2191969815,-0.3266093590,0.6385554599,0.1438062796,-0.3347175092,0.6697264143
0.0020000000/0.2892109434,-0.2621305655,0.6631680515,0.2563360957,-0.2652984289,0.6410464468,0.1806806240,-0.3118458357,0.6662685749
0.0020000000/0.3560355071,-0.3425942324,0.6800947071,0.2910293763,-0.4228066591,0.6380353891,0.2021181983,-0.4292818754,0.6488015193
0.0020000000/0.3643023072,-0.3568858928,0.6924858592,0.3263827835,-0.3892826802,0.6697773465,0.2543900986,-0.4238272614,0.6467585843
0.0020000000/0.3318764028,-0.2733199242,0.6457263990,0.2964389515,-0.3036136826,0.6306612467,0.2553793240,-0.3146287714,0.6319975554
0.0020000000/0.3981264883,-0.3269538872,0.6485882596,0.3779366075,-0.3465381930,0.6156792211,0.3068373571,-0.3675339655,0.6188818509
0.0020000000/0.2618241493,-0.2887114031,0.6885197043,0.2114662041,-0.3055972284,0.6748273664,0.1738965859,-0.3136115651,0.6456155654
0.0020000000/0.2437047433,-0.2807875331,0.6955389376,0.2150318139,-0.2846249600,0.6716751911,0.1289669745,-0.3281096718,0.6629093327
0.0020000000/0.2647031362,-0.2594492078,0.6756677014,0.2278892630,-0.2694988351,0.6496164027,0.1713770864,-0.3095145402,0.6393391634
0.0020000000/0.3083971973,-0.3326040482,0.6915905369,0.2332548542,-0.3747514506,0.6543369368,0.1624655387,-0.4027092843,0.6659395731
0.0020000000/0.3818132606,-0.3554590364,0.6836788480,0.3183226882,-0.4094062502,0.6499646027,0.2638333280,-0.4283819641,0.6344494916
0.0020000000/0.3190040212,-0.2975726792,0.6631578717,0.2885609675,-0.3288470031,0.6261075873,0.2560980906,-0.3025667484,0.6314937146
0.0020000000/0.4340200051,-0.2788473142,0.6024348357,0.3880436533,-0.3229512707,0.5496680536,0.3093347129,-0.3350104860,0.5733277097
0.0020000000/0.4589537312,-0.3163237088,0.6176424137,0.3916688528,-0.3684774074,0.5767206227,0.2962683486,-0.4528627838,0.5471195053
0.0020000000/0.2738011229,-0.2906069264,0.6825949015,0.2429461728,-0.3243759077,0.6469317154,0.1489746898,-0.3155096659,0.6774196652
0.0020000000/0.2747025746,-0.3317581694,0.7073795535,0.2402664857,-0.3664790369,0.6741001317,0.1399451552,-0.3795024159,0.6457246551
0.0020000000/0.2896241142,-0.3011947663,0.6797478902,0.2449969673,-0.3308437792,0.6537164641,0.1875946460,-0.3673659884,0.6091219488
0.0020000000/0.3553205106,-0.2809589559,0.6366903141,0.3075030365,-0.3041610555,0.5927946502,0.2194467873,-0.3632421946,0.5969523748
0.0020000000/0.3320723840,-0.3140374730,0.6669847213,0.3150889199,-0.3259330846,0.6498086796,0.2696868854,-0.3213596790,0.6521356539
0.0020000000/0.3641587430,-0.3011371266,0.6441689378,0.3444489031,-0.3079563080,0.6266075882,0.3243293465,-0.3296719410,0.6251837107
0.0020000000/0.3745911156,-0.3097426974,0.6446690340,0.3436294999,-0.3141306012,0.6302085252,0.3192030229,-0.3619509005,0.6480907272
0.0020000000/0.3135765750,-0.3398078469,0.6960282051,0.2874030891,-0.3760823646,0.6745264733,0.2576201886,-0.3646974796,0.6552714923
0.0020000000/0.3215323060,-0.3349504957,0.6877313806,0.3003496996,-0.3524995429,0.6570323874,0.2431771981,-0.3725947591,0.6509070906
0.0020000000/0.3522320932,-0.2960559068,0.6466837290,0.3154685315,-0.3256743922,0.6253138065,0.3019241353,-0.3016873387,0.6193054896
0.0020000000/0.3859794763,-0.3039058586,0.6365698474,0.3464640080,-0.3155426694,0.6224956535,0.3182486524,-0.3509302419,0.5864700906
0.0020000000/0.3867619205,-0.3444756008,0.6686776836,0.3442571231,-0.4111201678,0.6199579410,0.2716155560,-0.4169075117,0.6345632120
0.0020000000/0.3653352366,-0.2782480923,0.6309798072,0.3174861924,-0.3040239658,0.6039550060,0.2463047645,-0.3216821981,0.5580615521
0.0020000000/0.3883062127,-0.2917852982,0.6285621257,0.3371603635,-0.3087206823,0.5857745401,0.2961322445,-0.3588227365,0.5476895160
0.0020000000/0.3263884326,-0.3496047791,0.6993815054,0.3065616049,-0.3633110058,0.6790793625,0.2887196590,-0.3764241936,0.6542847404
0.0020000000/0.3899015659,-0.3189615262,0.6443671660,0.3323339030,-0.3623425572,0.6060320244,0.2966262309,-0.3958352409,0.6080914406
0.0020000000/0.3402702402,-0.2874738469,0.6471002247,0.3009578449,-0.2934261573,0.6202173930,0.2673279611,-0.3292428659,0.6158830546
0.0020000000/0.2717616944,-0.2675594354,0.6748651539,0.2384265679,-0.2893729919,0.6604032396,0.2164382949,-0.3090723359,0.6399252410
0.0020000000/0.3519875897,-0.3250620774,0.6654002252,0.3326393879,-0.3659079548,0.6446714563,0.2912745188,-0.3554556935,0.6341635733
0.0020000000/0.4328634937,-0.3276524472,0.6365287649,0.3909881146,-0.3746535515,0.5856652354,0.3105112206,-0.3965094070,0.5946788467
0.0020000000/0.3547941932,-0.2953813373,0.6450766222,0.3138996807,-0.3073322013,0.6158659785,0.3154255119,-0.3357776926,0.5956923857
0.0020000000/0.4143476179,-0.3475796228,0.6614838806,0.3660407487,-0.4108692133,0.6418308504,0.3274341201,-0.4406311869,0.6316665779
0.0020000000/0.4102835953,-0.2834125850,0.6146125596,0.3742083725,-0.3173573987,0.5681046413,0.3284784907,-0.3387825991,0.6007803593
0.0020000000/0.3584245311,-0.3246533133,0.6622559469,0.3172011899,-0.3505879937,0.6271484991,0.2695013973,-0.4052442570,0.6412221138
0.0020000000/0.3699813593,-0.2921712685,0.6363588024,0.3137126182,-0.3330538684,0.5964111321,0.2979761394,-0.3292641556,0.6089892589
0.0020000000/0.4212512920,-0.3474274577,0.6592008375,0.3863744424,-0.4059472480,0.6191603177,0.3005175441,-0.3900143861,0.6026910650
0.0020000000/0.3459316811,-0.3154384149,0.6613419837,0.2966739687,-0.3514460494,0.6227335014,0.2433359551,-0.3532964816,0.6421975229
0.0020000000/0.3657615856,-0.3079510854,0.6475346205,0.3312960056,-0.3347437109,0.5986330801,0.2445768409,-0.3380798741,0.6396960098
0.0020000000/0.3677414043,-0.2872342908,0.6344143106,0.3299508467,-0.3053623694,0.6181316093,0.2652313018,-0.3178051652,0.5818485324
0.0020000000/0.3485360072,-0.2973948401,0.6492231127,0.2886867617,-0.3460420062,0.6123321099,0.2342707277,-0.3338049170,0.5794738060
0.0020000000/0.3870045978,-0.3505851697,0.6743729891,0.3422085460,-0.4234959205,0.6392819433,0.2466756204,-0.4644694476,0.6061059155
0.0020000000/0.3890014648,-0.2869756996,0.6254786200,0.3282748638,-0.3261058904,0.5780636155,0.2576647382,-0.3329873906,0.5899207470
0.0020000000/0.3877869161,-0.2654554309,0.6162913072,0.3343120199,-0.3086745646,0.5703977896,0.2689303655,-0.3291567489,0.5455558831
0.0020000000/0.3433877587,-0.3085921551,0.6583976305,0.2868999068,-0.3335859013,0.6257113649,0.2693422488,-0.3827681778,0.5834962613
0.0020000000/0.3782667479,-0.2866281987,0.6297125594,0.3282626318,-0.3181895642,0.5925757966,0.2510405290,-0.3651832420,0.5652870257
0.0020000000/0.2523807108,-0.3405235195,0.7271997220,0.2150619618,-0.3759440754,0.6981775942,0.1520789468,-0.4194489450,0.6612434512
0.0020000000/0.2667443859,-0.2939965833,0.6878184982,0.2068446175,-0.3160751007,0.6543305140,0.1858605918,-0.3246588293,0.6517623801
0.0020000000/0.3524723166,-0.2997817775,0.6488219669,0.3219304579,-0.3182610342,0.6219902621,0.2802117470,-0.3599827469,0.6696283393
0.0020000000/0.2791036882,-0.3058189623,0.6881495247,0.2227412360,-0.3383178913,0.6452286779,0.1890812147,-0.3407224790,0.6566206871
0.0020000000/0.4298490197,-0.3245328605,0.6348095922,0.4101012661,-0.3723409474,0.6113459808,0.3263794382,-0.3997431194,0.6203306176
0.0020000000/0.3177473998,-0.3231678546,0.6792068518,0.2555025199,-0.3697938229,0.6413491745,0.1886614093,-0.4134188770,0.6102367067
0.0020000000/0.2480866555,-0.3182967585,0.7121946038,0.2283805834,-0.3346790058,0.6966115339,0.1866871668,-0.3683846753,0.6629022894
0.0020000000/0.3362006327,-0.3285067367,0.6754005039,0.3175586459,-0.3537152422,0.6700927997,0.3119712969,-0.3405766105,0.6582026606
0.0020000000/0.4339363203,-0.2752954426,0.6004822892,0.3850167894,-0.2965145334,0.5484971845,0.3141430818,-0.3097479970,0.5507465143
0.0020000000/0.3825034406,-0.2593936353,0.6165685375,0.3358141894,-0.2881596585,0.5742648073,0.2508163714,-0.3316148577,0.5357348385
0.0020000000/0.4187186567,-0.3345705844,0.6479513216,0.3813984004,-0.3591344007,0.6224083516,0.3103528750,-0.3980846521,0.6241083420
0.0020000000/0.3088429298,-0.3155166581,0.6787543110,0.2660641205,-0.3370582625,0.6608979948,0.2003989717,-0.3458713861,0.6380051494
0.0020000000/0.3386695368,-0.3007153219,0.6558485739,0.3024788866,-0.3165804130,0.6452975326,0.2566150893,-0.3276775272,0.6254735212
0.0020000000/0.3956392328,-0.3677556252,0.6969174152,0.3589225530,-0.4212677600,0.6828038467,0.2894198641,-0.4395238489,0.6634842196
0.0020000000/0.3225552053,-0.3131346672,0.6708953608,0.2603378731,-0.3513944202,0.6358719194,0.2491608729,-0.3959822081,0.6303933091
0.0020000000/0.4608479084,-0.2671229357,0.5863134633,0.4071367153,-0.3039985641,0.5318781482,0.3235756848,-0.3133847757,0.5066510102
0.0020000000/0.2599109422,-0.2851614388,0.6882175919,0.2193032248,-0.2935762500,0.6462750103,0.1449050846,-0.3144390278,0.6686561663
0.0020000000/0.3101327169,-0.2934304691,0.6648093376,0.2852772301,-0.3010516063,0.6539905911,0.2569553444,-0.3157862866,0.6217916845
0.0020000000/0.3472485325,-0.2880905383,0.6442054101,0.2859106940,-0.3328280599,0.6076035376,0.2407369768,-0.3528220896,0.6072342342
0.0020000000/0.3319160805,-0.2971994498,0.6568867873,0.2804428291,-0.3365693137,0.6122162273,0.2385173721,-0.3641882252,0.6340418792
0.0020000000/0.3863047938,-0.2887501689,0.6276246213,0.3701148885,-0.3045511525,0.5947607559,0.3252023227,-0.3268193622,0.6035658666
0.0020000000/0.3365000114,-0.3201735349,0.6686181291,0.2907552124,-0.3649059880,0.6274951444,0.2510123646,-0.4023741621,0.6267630297
0.0020000000/0.2751736588,-0.3021271729,0.6878916377,0.2460450497,-0.3091725181,0.6706548439,0.2179340263,-0.3138344941,0.6568213735
0.0020000000/0.3763547824,-0.2901109829,0.6325274025,0.3377128877,-0.3251286535,0.5851307467,0.2492814222,-0.3197011050,0.5887835600
0.0020000000/0.3716573585,-0.3148914348,0.6489666368,0.3280875908,-0.3383988179,0.6235792628,0.3125494981,-0.3675560384,0.6122108264
0.0020000000/0.3964772862,-0.3439388861,0.6645467411,0.3634878063,-0.3718247981,0.6272641160,0.2996180055,-0.3992250214,0.6267942368
0.0020000000/0.3912355009,-0.3206139059,0.6453737781,0.3610228104,-0.3515304846,0.6211893363,0.3148806498,-0.3879026515,0.5751302415
0.0020000000/0.2819846630,-0.2958725744,0.6804086571,0.2588841039,-0.3129965857,0.6638758963,0.1673983025,-0.3200526415,0.6684367134
0.0020000000/0.4076335508,-0.2920261535,0.6207154061,0.3513834245,-0.3151387195,0.5811348547,0.3128744388,-0.3702718575,0.5571080568
0.0020000000/0.3223953524,-0.3118534092,0.6701962714,0.2828153882,-0.3544496578,0.6370437341,0.2211033889,-0.3736792914,0.6625447293
0.0020000000/0.2820634238,-0.3160834727,0.6930343329,0.2420182000,-0.3455416789,0.6548867587,0.1690661223,-0.3547761436,0.6607824817
0.0020000000/0.3019637668,-0.2793516128,0.6630549480,0.2515684466,-0.2965589586,0.6363549560,0.2113193832,-0.3222163983,0.6173241017
leaf
0.0020000000/0.3166147718,-0.2208465788,0.6395234683,0.2875164972,-0.2199523473,0.6069175681,0.2224623728,-0.2646323946,0.6329057300
0.0020000000/0.2611778344,-0.2589853903,0.6774866721,0.2106833340,-0.2780234846,0.6257032553,0.1106449353,-0.2946584688,0.6369731453
0.0020000000/0.2727663594,-0.2776014308,0.6781687935,0.2107141719,-0.3025179231,0.6324851866,0.1165000807,-0.3382914808,0.6199211658
0.0020000000/0.3510558736,-0.2686612210,0.6343245521,0.2945276385,-0.3056357457,0.6019663801,0.2369204558,-0.3255626923,0.5867021408
0.0020000000/0.3743745452,-0.2552713005,0.6188188245,0.3559356124,-0.2593627513,0.6090212926,0.3214861298,-0.2438183470,0.5673928773
0.0020000000/0.3121735224,-0.2839515323,0.6595877407,0.2360589665,-0.3266073753,0.6136617252,0.1901949623,-0.3399960587,0.5973791021
0.0020000000/0.4143227257,-0.2556301337,0.6007860843,0.3818845542,-0.2800965130,0.5811812151,0.3286559746,-0.2953129604,0.5547176145
